"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Poughkeepsie-Newburgh-Middletown","NY",121,96,0,0,25,11
"Prescott","AZ",311,308,0,3,0,11
"Providence-New Bedford-Fall River","RI-MA",409,240,24,12,133,11
"Provo-Orem","UT",499,449,12,8,30,11
"Pueblo","CO",86,86,0,0,0,11
"Punta Gorda","FL",338,283,8,7,40,11
"Racine","WI",50,43,2,0,5,11
"Raleigh-Cary","NC",900,854,2,0,44,11
"Rapid City","SD",92,61,0,8,23,11
"Reading","PA",45,40,0,0,5,11
"Redding","CA",117,95,0,16,6,11
"Reno-Sparks","NV",481,477,0,4,0,11
"Richmond","VA",646,639,0,7,0,11
"Riverside-San Bernardino-Ontario","CA",2802,2633,34,41,94,11
"Roanoke","VA",129,103,2,0,24,11
"Rochester","MN",130,96,0,0,34,11
"Rochester","NY",117,108,0,0,9,11
"Rockford","IL",283,243,10,30,0,11
"Rocky Mount","NC",49,47,2,0,0,11
"Rome","GA",42,31,6,0,5,11
"Sacramento--Arden-Arcade--Roseville","CA",1087,987,8,10,82,11
"Saginaw-Saginaw Township North","MI",15,15,0,0,0,11
"Salem","OR",87,77,2,8,0,11
"Salinas","CA",109,104,0,0,5,11
"Salisbury","MD",65,51,0,0,14,11
"Salt Lake City","UT",893,547,4,12,330,11
"San Angelo","TX",20,20,0,0,0,11
"San Antonio","TX",1457,1092,8,3,354,11
"San Diego-Carlsbad-San Marcos","CA",600,348,2,66,184,11
"San Francisco-Oakland-Fremont","CA",1673,439,8,16,1210,11
"San Jose-Sunnyvale-Santa Clara","CA",343,200,0,16,127,11
"San Luis Obispo-Paso Robles","CA",194,113,0,0,81,11
"Sandusky","OH",0,0,0,0,0,11
"Santa Barbara-Santa Maria-Goleta","CA",38,29,0,4,5,11
"Santa Cruz-Watsonville","CA",30,28,2,0,0,11
"Santa Fe","NM",39,39,0,0,0,11
"Santa Rosa-Petaluma","CA",219,106,4,0,109,11
"Sarasota-Bradenton-Venice","FL",988,856,6,22,104,11
"Savannah","GA",208,192,0,0,16,11
"Scranton--Wilkes-Barre","PA",36,33,0,3,0,11
"Seattle-Tacoma-Bellevue","WA",2503,1304,60,32,1107,11
"Sheboygan","WI",39,33,2,4,0,11
"Sherman-Denison","TX",3,3,0,0,0,11
"Shreveport-Bossier City","LA",260,127,0,0,133,11
"Sioux City","IA-NE-SD",18,16,2,0,0,11
"Sioux Falls","SD",102,96,2,4,0,11
"South Bend-Mishawaka","IN-MI",65,65,0,0,0,11
"Spartanburg","SC",193,193,0,0,0,11
"Spokane","WA",217,171,14,0,32,11
"Springfield","IL",24,16,8,0,0,11
"Springfield","MA",84,73,6,0,5,11
"Springfield","MO",263,239,0,0,24,11
"Springfield","OH",24,24,0,0,0,11
"St. Cloud","MN",87,75,0,0,12,11
"St. George","UT",217,205,2,0,10,11
"St. Joseph","MO-KS",23,10,2,0,11,11
"St. Louis","MO-IL",1122,895,40,33,154,11
"State College","PA",23,23,0,0,0,11
"Stockton","CA",232,230,2,0,0,11
"Sumter","SC",23,23,0,0,0,11
"Syracuse","NY",77,69,0,0,8,11
"Tallahassee","FL",257,171,4,4,78,11
"Tampa-St. Petersburg-Clearwater","FL",2123,1963,2,0,158,11
"Terre Haute","IN",42,16,0,0,26,11
"Texarkana","TX-Texarkana",18,14,4,0,0,11
"Toledo","OH",210,144,8,8,50,11
"Topeka","KS",77,77,0,0,0,11
"Trenton-Ewing","NJ",83,81,2,0,0,11
"Tucson","AZ",830,741,10,8,71,11
"Tulsa","OK",712,397,0,16,299,11
"Tuscaloosa","AL",82,74,0,0,8,11
"Tyler","TX",43,35,0,3,5,11
"Utica-Rome","NY",2,2,0,0,0,11
"Valdosta","GA",87,66,0,0,21,11
"Vallejo-Fairfield","CA",164,164,0,0,0,11
"Vero Beach","FL",304,298,6,0,0,11
"Victoria","TX",25,11,0,4,10,11
"Vineland-Millville-Bridgeton","NJ",38,38,0,0,0,11
"Virginia Beach-Norfolk-Newport News","VA-NC",630,554,42,29,5,11
"Visalia-Porterville","CA",274,214,0,60,0,11
"Waco","TX",44,42,2,0,0,11
"Warner Robins","GA",118,118,0,0,0,11
"Washington-Arlington-Alexandria","DC-VA-MD-WV",2059,1588,2,0,469,11
"Waterloo-Cedar Falls","IA",18,18,0,0,0,11
"Wausau","WI",45,45,0,0,0,11
"Weirton-Steubenville","WV-OH",0,0,0,0,0,11
"Wenatchee","WA",37,37,0,0,0,11
"Wheeling","WV-OH",0,0,0,0,0,11
"Wichita Falls","TX",20,14,2,4,0,11
"Wichita","KS",254,250,4,0,0,11
"Williamsport","PA",5,5,0,0,0,11
"Wilmington","NC",567,499,32,0,36,11
"Winchester","VA-WV",108,108,0,0,0,11
"Winston-Salem","NC",217,209,0,8,0,11
"Worcester","MA",203,170,12,6,15,11
"Yakima","WA",25,25,0,0,0,11
"York-Hanover","PA",194,130,58,0,6,11
"Youngstown-Warren-Boardman","OH-PA",90,84,2,4,0,11
"Yuba City-Marysville","CA",109,109,0,0,0,11
"Yuma","AZ",130,125,0,0,5,11
"Abilene","TX",29,15,14,0,0,12
"Akron","OH",92,69,4,3,16,12
"Albany","GA",45,43,2,0,0,12
"Albany-Schenectady-Troy","NY",205,86,0,20,99,12
"Albuquerque","NM",524,497,0,3,24,12
"Alexandria","LA",55,55,0,0,0,12
"Allentown-Bethlehem-Easton","PA-NJ",296,281,2,6,7,12
"Altoona","PA",4,2,2,0,0,12
"Amarillo","TX",81,81,0,0,0,12
"Ames","IA",39,15,0,0,24,12
"Anchorage","AK",242,95,36,42,69,12
"Anderson","IN",23,23,0,0,0,12
"Anderson","SC",80,80,0,0,0,12
"Ann Arbor","MI",122,43,2,0,77,12
"Anniston-Oxford","AL",15,15,0,0,0,12
"Appleton","WI",44,42,2,0,0,12
"Asheville","NC",381,228,2,3,148,12
"Athens-Clarke County","GA",71,71,0,0,0,12
"Atlanta-Sandy Springs-Marietta","GA",5221,4653,6,7,555,12
"Atlantic City","NJ",110,110,0,0,0,12
"Auburn-Opelika","AL",180,172,0,8,0,12
"Augusta-Richmond County","GA-SC",208,208,0,0,0,12
"Austin-Round Rock","TX",2069,1466,54,12,537,12
"Bakersfield","CA",462,421,6,12,23,12
"Baltimore-Towson","MD",780,676,2,4,98,12
"Bangor","ME",23,19,0,4,0,12
"Barnstable Town","MA",83,67,0,3,13,12
"Baton Rouge","LA",408,369,0,4,35,12
"Battle Creek","MI",4,4,0,0,0,12
"Bay City","MI",4,4,0,0,0,12
"Beaumont-Port Arthur","TX",27,27,0,0,0,12
"Bellingham","WA",96,79,0,17,0,12
"Bend","OR",214,212,2,0,0,12
"Billings","MT",31,31,0,0,0,12
"Binghamton","NY",2,2,0,0,0,12
"Birmingham-Hoover","AL",428,423,0,0,5,12
"Bismarck","ND",11,11,0,0,0,12
"Bloomington","IN",64,31,12,3,18,12
"Bloomington-Normal","IL",41,32,0,0,9,12
"Boise City-Nampa","ID",653,635,0,12,6,12
"Boston-Cambridge-Quincy","MA-NH",1714,584,64,6,1060,12
"Boulder","CO",43,31,0,3,9,12
"Bowling Green","KY",67,67,0,0,0,12
"Bremerton-Silverdale","WA",89,89,0,0,0,12
"Bridgeport-Stamford-Norwalk","CT",369,113,0,3,253,12
"Brownsville-Harlingen","TX",252,213,4,10,25,12
"Brunswick","GA",73,64,0,0,9,12
"Buffalo-Niagara Falls","NY",105,59,2,0,44,12
"Burlington","NC",123,123,0,0,0,12
"Burlington-South Burlington","VT",37,26,6,0,5,12
"Canton-Massillon","OH",48,43,0,0,5,12
"Cape Coral-Fort Myers","FL",2189,1215,0,0,974,12
"Carson City","NV",15,11,4,0,0,12
"Casper","WY",5,5,0,0,0,12
"Cedar Rapids","IA",42,26,6,10,0,12
"Champaign-Urbana","IL",265,57,0,0,208,12
"Charleston","WV",22,22,0,0,0,12
"Charleston-North Charleston","SC",813,613,0,3,197,12
"Charlotte-Gastonia-Concord","NC-SC",1465,1385,0,8,72,12
"Charlottesville","VA",49,49,0,0,0,12
"Chattanooga","TN-GA",203,190,4,0,9,12
"Cheyenne","WY",63,51,2,4,6,12
"Chicago-Naperville-Joliet","IL-IN-WI",3988,2332,82,246,1328,12
"Chico","CA",216,107,48,61,0,12
"Cincinnati-Middletown","OH-KY-IN",718,577,10,7,124,12
"Clarksville","TN-KY",102,82,0,4,16,12
"Cleveland","TN",42,42,0,0,0,12
"Cleveland-Elyria-Mentor","OH",329,320,2,7,0,12
"Coeur d""Alene","ID",155,108,14,7,26,12
"College Station-Bryan","TX",76,56,8,0,12,12
"Colorado Springs","CO",490,407,8,11,64,12
"Columbia","MO",88,84,0,4,0,12
"Columbia","SC",555,504,2,0,49,12
"Columbus","GA-AL",151,118,0,4,29,12
"Columbus","IN",19,19,0,0,0,12
"Columbus","OH",707,471,14,112,110,12
"Corpus Christi","TX",137,129,8,0,0,12
"Corvallis","OR",33,16,0,0,17,12
"Cumberland","MD-WV",4,4,0,0,0,12
"Dallas-Fort Worth-Arlington","TX",5458,3903,48,7,1500,12
"Dalton","GA",62,51,2,3,6,12
"Danville","IL",0,0,0,0,0,12
"Danville","VA",23,18,0,0,5,12
"Davenport-Moline-Rock Island","IA-IL",36,32,4,0,0,12
"Dayton","OH",133,133,0,0,0,12
"Decatur","AL",15,15,0,0,0,12
"Decatur","IL",2,2,0,0,0,12
"Deltona-Daytona Beach-Ormond Beach","FL",820,287,0,0,533,12
"Denver-Aurora","CO",1690,1386,10,3,291,12
"Des Moines","IA",268,244,0,0,24,12
"Detroit-Warren-Livonia","MI",681,604,4,19,54,12
"Dothan","AL",41,41,0,0,0,12
"Dover","DE",163,139,0,0,24,12
"Dubuque","IA",15,11,4,0,0,12
"Duluth","MN-WI",57,38,4,3,12,12
"Durham","NC",261,261,0,0,0,12
"Eau Claire","WI",19,13,2,4,0,12
"El Centro","CA",85,77,0,0,8,12
"El Paso","TX",260,254,0,0,6,12
"Elizabethtown","KY",70,68,2,0,0,12
"Elkhart-Goshen","IN",61,61,0,0,0,12
"Elmira","NY",1,1,0,0,0,12
"Erie","PA",74,15,0,0,59,12
"Eugene-Springfield","OR",186,94,8,0,84,12
"Evansville","IN-KY",84,64,0,0,20,12
"Fairbanks","AK",5,5,0,0,0,12
"Fargo","ND-MN",261,9,0,0,252,12
"Farmington","NM",27,21,2,4,0,12
"Fayetteville","NC",356,154,2,8,192,12
"Fayetteville-Springdale-Rogers","AR-MO",597,458,20,6,113,12
"Flagstaff","AZ",62,62,0,0,0,12
"Flint","MI",47,47,0,0,0,12
"Florence","SC",30,30,0,0,0,12
"Florence-Muscle Shoals","AL",23,23,0,0,0,12
"Fond du Lac","WI",22,22,0,0,0,12
"Fort Collins-Loveland","CO",115,101,8,6,0,12
"Fort Smith","AR-OK",56,56,0,0,0,12
"Fort Walton Beach-Crestview-Destin","FL",260,82,0,0,178,12
"Fort Wayne","IN",108,101,2,0,5,12
"Fresno","CA",299,222,6,9,62,12
"Gadsden","AL",4,4,0,0,0,12
"Gainesville","FL",150,117,0,0,33,12
"Gainesville","GA",109,109,0,0,0,12
"Glens Falls","NY",35,35,0,0,0,12
"Goldsboro","NC",23,23,0,0,0,12
"Grand Forks","ND-MN",1,1,0,0,0,12
"Grand Junction","CO",129,123,6,0,0,12
"Grand Rapids-Wyoming","MI",206,188,2,3,13,12
"Great Falls","MT",9,9,0,0,0,12
"Greeley","CO",276,268,0,8,0,12
"Green Bay","WI",74,58,2,0,14,12
"Greensboro-High Point","NC",498,379,0,4,115,12
"Greenville","NC",129,85,36,0,8,12
"Greenville","SC",377,343,0,0,34,12
"Gulfport-Biloxi","MS",93,88,0,0,5,12
"Hagerstown-Martinsburg","MD-WV",213,174,10,7,22,12
"Hanford-Corcoran","CA",60,60,0,0,0,12
"Harrisburg-Carlisle","PA",103,103,0,0,0,12
"Harrisonburg","VA",60,60,0,0,0,12
"Hartford-West Hartford-East Hartford","CT",270,183,14,0,73,12
"Hattiesburg","MS",40,8,0,4,28,12
"Hickory-Lenoir-Morganton","NC",91,87,4,0,0,12
"Hinesville-Fort Stewart","GA",6,6,0,0,0,12
"Holland-Grand Haven","MI",98,58,4,4,32,12
"Honolulu","HI",313,177,0,8,128,12
"Hot Springs","AR",11,11,0,0,0,12
"Houma-Bayou Cane-Thibodaux","LA",111,111,0,0,0,12
"Houston-Baytown-Sugar Land","TX",3595,3314,46,66,169,12
"Huntington-Ashland","WV-KY-OH",4,4,0,0,0,12
"Huntsville","AL",325,233,0,12,80,12
"Idaho Falls","ID",108,88,8,12,0,12
"Indianapolis","IN",1092,763,26,4,299,12
"Iowa City","IA",52,39,0,0,13,12
"Ithaca","NY",4,4,0,0,0,12
"Jackson","MI",10,10,0,0,0,12
"Jackson","MS",306,273,0,0,33,12
"Jackson","TN",48,48,0,0,0,12
"Jacksonville","FL",1742,1128,4,0,610,12
"Jacksonville","NC",93,83,10,0,0,12
"Janesville","WI",42,36,2,4,0,12
"Jefferson City","MO",19,16,0,3,0,12
"Johnson City","TN",165,98,0,3,64,12
"Johnstown","PA",1,1,0,0,0,12
"Jonesboro","AR",37,37,0,0,0,12
"Joplin","MO",69,17,8,0,44,12
"Kalamazoo-Portage","MI",63,63,0,0,0,12
"Kankakee-Bradley","IL",4,4,0,0,0,12
"Kansas City","MO-KS",1042,726,36,69,211,12
"Kennewick-Richland-Pasco","WA",205,136,0,14,55,12
"Killeen-Temple-Fort Hood","TX",349,323,6,3,17,12
"Kingsport-Bristol-Bristol","TN-VA",71,71,0,0,0,12
"Kingston","NY",22,22,0,0,0,12
"Knoxville","TN",390,337,2,8,43,12
"Kokomo","IN",11,11,0,0,0,12
"La Crosse","WI-MN",13,11,2,0,0,12
"Lafayette","IN",61,61,0,0,0,12
"Lafayette","LA",177,177,0,0,0,12
"Lake Charles","LA",29,19,2,0,8,12
"Lakeland","FL",925,896,2,27,0,12
"Lancaster","PA",84,79,0,0,5,12
"Lansing-East Lansing","MI",96,82,0,0,14,12
"Laredo","TX",165,126,2,0,37,12
"Las Cruces","NM",151,147,0,4,0,12
"Las Vegas-Paradise","NV",2936,2399,0,16,521,12
"Lawrence","KS",49,26,16,0,7,12
"Lawton","OK",9,9,0,0,0,12
"Lebanon","PA",36,36,0,0,0,12
"Lewiston","ID-WA",8,6,2,0,0,12
"Lewiston-Auburn","ME",23,23,0,0,0,12
"Lexington-Fayette","KY",338,279,0,3,56,12
"Lima","OH",4,4,0,0,0,12
"Lincoln","NE",147,96,4,0,47,12
"Little Rock-North Little Rock","AR",854,300,2,0,552,12
"Logan","UT-ID",34,31,0,3,0,12
"Longview","TX",23,23,0,0,0,12
"Longview","WA",29,24,0,0,5,12
"Los Angeles-Long Beach-Santa Ana","CA",2360,1137,54,37,1132,12
"Louisville","KY-IN",231,228,0,3,0,12
"Lubbock","TX",82,60,22,0,0,12
"Lynchburg","VA",92,92,0,0,0,12
"Macon","GA",58,58,0,0,0,12
"Madera","CA",102,102,0,0,0,12
"Madison","WI",207,114,30,18,45,12
"Manchester-Nashua","NH",139,130,2,0,7,12
"Mansfield","OH",7,7,0,0,0,12
"McAllen-Edinburg-Pharr","TX",524,467,6,17,34,12
"Medford","OR",181,123,0,0,58,12
"Memphis","TN-MS-AR",920,626,0,0,294,12
"Merced","CA",267,263,0,4,0,12
"Miami-Fort Lauderdale-Miami Beach","FL",2868,1645,52,48,1123,12
"Michigan City-La Porte","IN",15,15,0,0,0,12
"Midland","TX",33,33,0,0,0,12
"Milwaukee-Waukesha-West Allis","WI",299,201,12,8,78,12
"Minneapolis-St. Paul-Bloomington","MN-WI",1507,1209,6,25,267,12
"Missoula","MT",17,17,0,0,0,12
"Mobile","AL",179,179,0,0,0,12
"Modesto","CA",144,114,4,7,19,12
"Monroe","LA",42,40,2,0,0,12
"Monroe","MI",29,29,0,0,0,12
"Montgomery","AL",91,91,0,0,0,12
"Morgantown","WV",13,1,0,4,8,12
"Morristown","TN",35,33,2,0,0,12
"Mount Vernon-Anacortes","WA",76,76,0,0,0,12
"Muncie","IN",11,11,0,0,0,12
"Muskegon-Norton Shores","MI",11,11,0,0,0,12
"Myrtle Beach-Conway-North Myrtle Beach","SC",777,492,8,35,242,12
"Napa","CA",51,51,0,0,0,12
"Naples-Marco Island","FL",497,314,8,31,144,12
"Nashville-Davidson--Murfreesboro","TN",1036,950,20,4,62,12
"New Haven-Milford","CT",99,61,0,3,35,12
"New Orleans-Metairie-Kenner","LA",156,154,2,0,0,12
"New York-Northern New Jersey-Long Island","NY-NJ-PA",5117,1393,492,585,2647,12
"Niles-Benton Harbor","MI",6,6,0,0,0,12
"Norwich-New London","CT",86,62,4,0,20,12
"Ocala","FL",467,453,2,12,0,12
"Ocean City","NJ",192,129,46,4,13,12
"Odessa","TX",5,5,0,0,0,12
"Ogden-Clearfield","UT",344,315,2,22,5,12
"Oklahoma City","OK",624,551,2,0,71,12
"Olympia","WA",146,146,0,0,0,12
"Omaha-Council Bluffs","NE-IA",340,333,2,0,5,12
"Orlando","FL",2105,1821,2,16,266,12
"Oshkosh-Neenah","WI",27,27,0,0,0,12
"Owensboro","KY",34,18,0,16,0,12
"Oxnard-Thousand Oaks-Ventura","CA",112,83,4,10,15,12
"Palm Bay-Melbourne-Titusville","FL",579,450,0,0,129,12
"Panama City-Lynn Haven","FL",626,60,8,4,554,12
"Parkersburg-Marietta","WV-OH",12,12,0,0,0,12
"Pascagoula","MS",8,8,0,0,0,12
"Pensacola-Ferry Pass-Brent","FL",314,289,0,0,25,12
"Peoria","IL",133,31,6,0,96,12
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",1440,1083,10,20,327,12
"Phoenix-Mesa-Scottsdale","AZ",4703,3905,54,122,622,12
"Pine Bluff","AR",11,6,0,0,5,12
"Pittsburgh","PA",389,287,2,7,93,12
"Pittsfield","MA",2,2,0,0,0,12
"Pocatello","ID",40,33,2,0,5,12
"Port St. Lucie-Fort Pierce","FL",579,522,0,7,50,12
"Portland-South Portland-Biddeford","ME",216,183,14,3,16,12
"Portland-Vancouver-Beaverton","OR-WA",1338,831,4,8,495,12
"Poughkeepsie-Newburgh-Middletown","NY",127,105,0,3,19,12
"Prescott","AZ",251,249,2,0,0,12
"Providence-New Bedford-Fall River","RI-MA",744,210,60,3,471,12
"Provo-Orem","UT",373,345,6,10,12,12
"Pueblo","CO",94,94,0,0,0,12
"Punta Gorda","FL",350,231,10,68,41,12
"Racine","WI",117,39,0,0,78,12
"Raleigh-Cary","NC",1162,988,0,15,159,12
"Rapid City","SD",155,59,0,96,0,12
"Reading","PA",52,48,4,0,0,12
"Redding","CA",84,76,4,4,0,12
"Reno-Sparks","NV",536,417,0,4,115,12
"Richmond","VA",613,585,4,14,10,12
"Riverside-San Bernardino-Ontario","CA",3480,3232,22,15,211,12
"Roanoke","VA",204,108,0,0,96,12
"Rochester","MN",76,69,2,0,5,12
"Rochester","NY",109,97,2,3,7,12
"Rockford","IL",166,126,0,40,0,12
"Rocky Mount","NC",38,34,4,0,0,12
"Rome","GA",42,30,6,0,6,12
"Sacramento--Arden-Arcade--Roseville","CA",1070,818,4,52,196,12
"Saginaw-Saginaw Township North","MI",13,13,0,0,0,12
"Salem","OR",129,96,4,4,25,12
"Salinas","CA",43,43,0,0,0,12
"Salisbury","MD",113,39,0,0,74,12
"Salt Lake City","UT",578,542,8,11,17,12
"San Angelo","TX",23,23,0,0,0,12
"San Antonio","TX",1659,1254,42,8,355,12
"San Diego-Carlsbad-San Marcos","CA",653,364,10,37,242,12
"San Francisco-Oakland-Fremont","CA",1228,538,12,59,619,12
"San Jose-Sunnyvale-Santa Clara","CA",270,116,0,0,154,12
"San Luis Obispo-Paso Robles","CA",82,66,2,9,5,12
"Sandusky","OH",0,0,0,0,0,12
"Santa Barbara-Santa Maria-Goleta","CA",37,25,0,7,5,12
"Santa Cruz-Watsonville","CA",21,21,0,0,0,12
"Santa Fe","NM",39,39,0,0,0,12
"Santa Rosa-Petaluma","CA",238,68,14,0,156,12
"Sarasota-Bradenton-Venice","FL",1129,914,8,19,188,12
"Savannah","GA",227,201,2,4,20,12
"Scranton--Wilkes-Barre","PA",24,24,0,0,0,12
"Seattle-Tacoma-Bellevue","WA",1926,1302,40,58,526,12
"Sheboygan","WI",26,10,8,8,0,12
"Sherman-Denison","TX",3,3,0,0,0,12
"Shreveport-Bossier City","LA",133,133,0,0,0,12
"Sioux City","IA-NE-SD",25,13,0,12,0,12
"Sioux Falls","SD",64,64,0,0,0,12
"South Bend-Mishawaka","IN-MI",49,44,0,0,5,12
"Spartanburg","SC",139,139,0,0,0,12
"Spokane","WA",181,114,6,0,61,12
"Springfield","IL",37,19,8,3,7,12
"Springfield","MA",67,61,6,0,0,12
"Springfield","MO",321,165,28,0,128,12
"Springfield","OH",12,12,0,0,0,12
"St. Cloud","MN",48,38,0,0,10,12
"St. George","UT",232,232,0,0,0,12
"St. Joseph","MO-KS",13,6,2,0,5,12
"St. Louis","MO-IL",997,772,18,16,191,12
"State College","PA",23,21,2,0,0,12
"Stockton","CA",343,333,10,0,0,12
"Sumter","SC",44,44,0,0,0,12
"Syracuse","NY",49,49,0,0,0,12
"Tallahassee","FL",348,233,4,3,108,12
"Tampa-St. Petersburg-Clearwater","FL",2048,1788,2,26,232,12
"Terre Haute","IN",32,8,2,3,19,12
"Texarkana","TX-Texarkana",16,16,0,0,0,12
"Toledo","OH",175,115,4,0,56,12
"Topeka","KS",65,65,0,0,0,12
"Trenton-Ewing","NJ",148,54,0,0,94,12
"Tucson","AZ",903,824,10,13,56,12
"Tulsa","OK",384,380,4,0,0,12
"Tuscaloosa","AL",93,93,0,0,0,12
"Tyler","TX",42,34,0,0,8,12
"Utica-Rome","NY",2,2,0,0,0,12
"Valdosta","GA",48,48,0,0,0,12
"Vallejo-Fairfield","CA",175,173,2,0,0,12
"Vero Beach","FL",408,374,10,24,0,12
"Victoria","TX",17,17,0,0,0,12
"Vineland-Millville-Bridgeton","NJ",46,40,6,0,0,12
"Virginia Beach-Norfolk-Newport News","VA-NC",930,649,28,15,238,12
"Visalia-Porterville","CA",268,259,2,7,0,12
"Waco","TX",251,46,6,4,195,12
"Warner Robins","GA",110,98,12,0,0,12
"Washington-Arlington-Alexandria","DC-VA-MD-WV",2589,1337,2,0,1250,12
"Waterloo-Cedar Falls","IA",14,14,0,0,0,12
"Wausau","WI",40,40,0,0,0,12
"Weirton-Steubenville","WV-OH",3,3,0,0,0,12
"Wenatchee","WA",31,31,0,0,0,12
"Wheeling","WV-OH",0,0,0,0,0,12
"Wichita Falls","TX",22,22,0,0,0,12
"Wichita","KS",236,190,10,36,0,12
"Williamsport","PA",1,1,0,0,0,12
"Wilmington","NC",682,550,20,11,101,12
"Winchester","VA-WV",59,59,0,0,0,12
"Winston-Salem","NC",284,231,0,0,53,12
"Worcester","MA",196,126,2,20,48,12
"Yakima","WA",19,19,0,0,0,12
"York-Hanover","PA",135,120,2,8,5,12
"Youngstown-Warren-Boardman","OH-PA",61,29,2,0,30,12
"Yuba City-Marysville","CA",27,27,0,0,0,12
"Yuma","AZ",168,168,0,0,0,12
